zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
16417,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
94945,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
83850,20169,Avista Corp,ID,Bundled,Investor Owned,0.0880725389629,0.0550358015483,0.0899921326651
38103,814,Entergy Arkansas Inc,TN,Bundled,Investor Owned,0.1275,0.216666666667,0.0967741935484
47855,15470,Duke Energy Indiana Inc,IN,Bundled,Investor Owned,0.0810916663311,0.0629394410621,0.0983217319426
49610,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
45122,3542,Duke Energy Ohio Inc,OH,Bundled,Investor Owned,0.128009982191,0.119494389365,0.121479174374
36702,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
60468,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
92650,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
32443,6457,Florida Public Utilities Co,FL,Bundled,Investor Owned,0.128374611277,0.141380625477,0.144448915941
02327,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
18444,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
27699,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
18237,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
45851,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893015,0.05438076086,0.112022297446
12141,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
55410,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
94620,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
04016,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
27626,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
49075,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
55188,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
19707,5027,Delmarva Power,DE,Bundled,Investor Owned,0.121576502715,0.0630486250228,0.143532521837
16926,14711,Pennsylvania Electric Co,PA,Delivery,Investor Owned,0.0209279925315,0.0112916897167,0.0613882277304
06107,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
48426,5109,Detroit Edison Co,MI,Bundled,Investor Owned,0.103319837366,0.0711055711709,0.137187601643
72531,814,Entergy Arkansas Inc,AR,Bundled,Investor Owned,0.0735129328027,0.0594501735324,0.0908957415387
94403,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
17604,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
60629,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
04227,3266,Central Maine Power Co,ME,Delivery,Investor Owned,0.0387542914003,0.0201588285092,0.0658788388515
12811,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
22403,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
48015,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
06133,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
18913,14940,PECO Energy Co,PA,Bundled,Investor Owned,0.128433163882,0.0928408195324,0.155334595989
31208,7140,Georgia Power Co,GA,Bundled,Investor Owned,0.0987639065159,0.0657694112953,0.119043403143
06420,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
45385,4922,Dayton Power & Light Co,OH,Delivery,Investor Owned,0.0213418917659,0.013308015762,0.0439567265881
29348,5416,Duke Energy Carolinas LLC,SC,Bundled,Investor Owned,0.0740224780484,0.0480846947803,0.0906870088865
20038,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
43950,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440437665,0.0166783677366,0.0411685777019
20781,15270,Potomac Electric Power Co,MD,Delivery,Investor Owned,0.0337623318457,0.018373916085,0.0450262164743
60014,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
14715,16183,Rochester Gas & Electric Corp,NY,Delivery,Investor Owned,0.0434279206605,0.0313971866951,0.0582192485282
02115,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
27621,3046,Progress Energy Carolinas Inc,NC,Bundled,Investor Owned,0.0824989091207,0.0662468492105,0.101177920467
95366,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
17726,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
20784,15270,Potomac Electric Power Co,MD,Bundled,Investor Owned,0.111585947873,0.0936421780467,0.141357714529
04901,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
27404,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
19089,14940,PECO Energy Co,PA,Delivery,Investor Owned,0.0282737680488,0.0114689112517,0.0655963088587
44482,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
21861,5027,Delmarva Power,MD,Delivery,Investor Owned,0.0206234731114,0.0107924567591,0.0392848767551
72677,814,Entergy Arkansas Inc,AR,Bundled,Investor Owned,0.0735129328027,0.0594501735324,0.0908957415387
10116,4226,Consolidated Edison Co-NY Inc,NY,Delivery,Investor Owned,0.0803954623783,0.0784724828625,0.147757284531
33868,18454,Tampa Electric Co,FL,Bundled,Investor Owned,0.101765100297,0.0894016860878,0.114102765866
53940,20856,Wisconsin Power & Light Co,WI,Bundled,Investor Owned,0.10738352936,0.0753834004316,0.125864333301
18038,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
32912,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
18708,19390,UGI Utilities Inc,PA,Delivery,Investor Owned,0.0218372044361,0.0185475228753,0.04
60111,4110,Commonwealth Edison Co,IL,Delivery,Investor Owned,0.0186974631367,0.012212514272,0.0462065419874
93423,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
49961,19578,Upper Peninsula Power Co,MI,Bundled,Investor Owned,0.145608705236,0.0583757296446,0.183441270124
06230,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
97913,9191,Idaho Power Co,OR,Bundled,Investor Owned,0.068679671925,0.0551542230007,0.0824213003071
02852,13214,The Narragansett Electric Co,RI,Delivery,Investor Owned,0.0421060218954,0.0339663919134,0.06156195179
84511,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
20837,15263,The Potomac Edison Company,MD,Delivery,Investor Owned,0.0220338278655,0.0130979430332,0.0307905932881
66501,22500,Westar Energy Inc,KS,Bundled,Investor Owned,0.0805202383085,0.0683712961537,0.0992722208831
15922,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
12821,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
15423,20387,West Penn Power Company,PA,Delivery,Investor Owned,0.0114469669773,0.00388076726936,0.0260022258659
84645,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
56335,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
85325,803,Arizona Public Service Co,AZ,Bundled,Investor Owned,0.101075474555,0.0783276980718,0.116110556401
14098,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
45353,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.110168784102,0.0935461854555,0.132174675324
94614,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
29152,3046,Progress Energy Carolinas Inc,SC,Bundled,Investor Owned,0.0880176515058,0.0612354574971,0.0985949570306
74350,15474,Public Service Co of Oklahoma,OK,Bundled,Investor Owned,0.0682180100051,0.0486283247796,0.0849155367792
07092,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0445110695502,0.0441860008086,0.0456434404971
03802,15472,Public Service Co of NH,NH,Bundled,Investor Owned,0.159152106526,0.190175076521,0.169850761602
10265,4226,Consolidated Edison Co-NY Inc,NY,Delivery,Investor Owned,0.0803954623783,0.0784724828625,0.147757284531
14456,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
21531,15263,The Potomac Edison Company,MD,Bundled,Investor Owned,0.108714153562,0.0801030353127,0.107445108093
12566,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
02878,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
95929,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
44134,3755,Cleveland Electric Illum Co,OH,Bundled,Investor Owned,0.12563433844,0.0572636110379,0.116363088107
04915,3266,Central Maine Power Co,ME,Delivery,Investor Owned,0.0387542914003,0.0201588285092,0.0658788388515
53562,11479,Madison Gas & Electric Co,WI,Bundled,Investor Owned,0.103443921494,0.07380406042,0.15157331996
02916,13214,The Narragansett Electric Co,RI,Bundled,Investor Owned,0.124878892512,0.117139315343,0.14273798829
07007,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0445110695502,0.0441860008086,0.0456434404971
83328,9191,Idaho Power Co,ID,Bundled,Investor Owned,0.0555799931743,0.0494923529357,0.0740400401055
08690,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
19535,12390,Metropolitan Edison Co,PA,Bundled,Investor Owned,0.121340575634,0.107426201308,0.134087432801
20380,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
17013,14715,PPL Electric Utilities Corp,PA,Bundled,Investor Owned,0.144667651149,0.263364462247,0.125623299904
25524,733,Appalachian Power Co,WV,Bundled,Investor Owned,0.0807008761223,0.0616414454507,0.0906348476128
96062,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
21057,1167,Baltimore Gas & Electric Co,MD,Bundled,Investor Owned,0.118867505872,0.104325959468,0.137617618568
45254,3542,Duke Energy Ohio Inc,OH,Bundled,Investor Owned,0.128009982191,0.119494389365,0.121479174374
86413,19728,UNS Electric Inc,AZ,Bundled,Investor Owned,0.100455795613,0.0781942312756,0.0986374645897
19549,14715,PPL Electric Utilities Corp,PA,Delivery,Investor Owned,0.0141075273666,0.00478284675397,0.0403138819398
13118,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
44481,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
79054,17718,Southwestern Public Service Co,TX,Bundled,Investor Owned,0.0683431366361,0.0432061897086,0.0907505751136
01302,20455,Western Massachusetts Elec Co,MA,Delivery,Investor Owned,0.0672456377978,0.050642677969,0.0762978484786
36274,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
56920,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
15220,5487,Duquesne Light Co,PA,Bundled,Investor Owned,0.104442012274,0.0866833864365,0.14976914814
99362,14354,PacifiCorp,WA,Bundled,Investor Owned,0.0750476225058,0.0624966509499,0.0785698908064
92612,17609,Southern California Edison Co,CA,Delivery,Investor Owned,0.0474274645472,0.0273389371479,0.0992220435482
16028,20387,West Penn Power Company,PA,Bundled,Investor Owned,0.0876536534112,0.0736572279699,0.0978299037709
19132,14940,PECO Energy Co,PA,Bundled,Investor Owned,0.128433163882,0.0928408195324,0.155334595989
03222,15472,Public Service Co of NH,NH,Bundled,Investor Owned,0.159152106526,0.190175076521,0.169850761602
28109,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
48757,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
98939,14354,PacifiCorp,WA,Bundled,Investor Owned,0.0750476225058,0.0624966509499,0.0785698908064
13795,13511,New York State Elec & Gas Corp,NY,Delivery,Investor Owned,0.0291058344196,0.0109341501617,0.0465240719583
59648,12825,NorthWestern Energy LLC - (MT),MT,Bundled,Investor Owned,0.102187894427,0.0802722688197,0.10584419439
85603,803,Arizona Public Service Co,AZ,Bundled,Investor Owned,0.101075474555,0.0783276980718,0.116110556401
28699,5416,Duke Energy Carolinas LLC,NC,Bundled,Investor Owned,0.0715655840005,0.0534085122971,0.0915444824838
71602,814,Entergy Arkansas Inc,AR,Bundled,Investor Owned,0.0735129328027,0.0594501735324,0.0908957415387
20597,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
10927,14154,Orange & Rockland Utils Inc,NY,Bundled,Investor Owned,0.136398898971,0.0703985717795,0.186024042769
07417,16213,Rockland Electric Co,NJ,Delivery,Investor Owned,0.0437867333277,0.0639083386378,0.0552866849446
03107,15472,Public Service Co of NH,NH,Delivery,Investor Owned,0.0465577112029,0.0341519424306,0.0649099300283
19545,12390,Metropolitan Edison Co,PA,Bundled,Investor Owned,0.121340575634,0.107426201308,0.134087432801
92164,16609,San Diego Gas & Electric Co,CA,Bundled,Investor Owned,0.160506947817,0.130422158627,0.177039321055
23435,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
15691,20387,West Penn Power Company,PA,Delivery,Investor Owned,0.0114469669773,0.00388076726936,0.0260022258659
87031,15473,Public Service Co of NM,NM,Bundled,Investor Owned,0.0953921076685,0.0607886514354,0.114215332461
21861,5027,Delmarva Power,MD,Bundled,Investor Owned,0.113677600449,0.078897914646,0.135042033211
49444,4254,Consumers Energy Co,MI,Delivery,Investor Owned,0.0137284956203,0.00881574198779,0
94538,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
02766,11804,Massachusetts Electric Co,MA,Delivery,Investor Owned,0.044144134938,0.0372516938506,0.0574635315201
48307,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
26447,12796,Monongahela Power Co,WV,Bundled,Investor Owned,0.0818722663264,0.0642395763961,0.0984380449593
89415,17166,Sierra Pacific Power Co,NV,Delivery,Investor Owned,0,0.00159063133358,0
85732,24211,Tucson Electric Power Co,AZ,Bundled,Investor Owned,0.109955082963,0.0711669600159,0.0987414390696
63332,19436,Union Electric Co - (MO),MO,Bundled,Investor Owned,0.0739452457931,0.0503920669116,0.0917193891547
42701,10171,Kentucky Utilities Co,KY,Bundled,Investor Owned,0.0787530976458,0.0565570657187,0.0802458659616
44202,13998,Ohio Edison Co,OH,Bundled,Investor Owned,0.106292844813,0.0629508401631,0.10930730498
03043,15472,Public Service Co of NH,NH,Delivery,Investor Owned,0.0465577112029,0.0341519424306,0.0649099300283
07677,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
98358,15500,Puget Sound Energy Inc,WA,Bundled,Investor Owned,0.0941908533898,0.0892455819019,0.103703308655
12839,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
18611,19390,UGI Utilities Inc,PA,Bundled,Investor Owned,0.115893427933,0.0998185883643,0.125692272428
08933,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0445110695502,0.0441860008086,0.0456434404971
43977,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893015,0.05438076086,0.112022297446
12834,13573,Niagara Mohawk Power Corp.,NY,Bundled,Investor Owned,0.131290105746,0.154663270693,0.151591981743
65347,10000,Kansas City Power & Light Co,MO,Bundled,Investor Owned,0.0839285508471,0.062785300905,0.10522318504
36207,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
08076,15477,Public Service Elec & Gas Co,NJ,Delivery,Investor Owned,0.0445110695502,0.0441860008086,0.0456434404971
48189,5109,Detroit Edison Co,MI,Bundled,Investor Owned,0.103319837366,0.0711055711709,0.137187601643
20876,15263,The Potomac Edison Company,MD,Delivery,Investor Owned,0.0220338278655,0.0130979430332,0.0307905932881
14210,13573,Niagara Mohawk Power Corp.,NY,Delivery,Investor Owned,0.0602394644126,0.0376739359195,0.0902009287268
60412,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
10707,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.207022402207,0.186480275464,0.255883549667
60091,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
45370,4922,Dayton Power & Light Co,OH,Bundled,Investor Owned,0.110168784102,0.0935461854555,0.132174675324
35584,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
16120,14716,Pennsylvania Power Co,PA,Delivery,Investor Owned,0.0123889756827,0.00349188395845,0.0444360398378
55038,13781,Northern States Power Co - Minnesota,MN,Bundled,Investor Owned,0.0841873089134,0.0681942242925,0.111871604427
06498,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
55811,12647,Minnesota Power Inc,MN,Bundled,Investor Owned,0.0821499832957,0.0521621870249,0.0937565429366
46864,9324,Indiana Michigan Power Co,IN,Bundled,Investor Owned,0.0710620147831,0.0530697337372,0.0834739376984
20006,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
44688,14006,Ohio Power Co,OH,Delivery,Investor Owned,0.0211440437665,0.0166783677366,0.0411685777019
71638,814,Entergy Arkansas Inc,AR,Bundled,Investor Owned,0.0735129328027,0.0594501735324,0.0908957415387
21263,1167,Baltimore Gas & Electric Co,MD,Delivery,Investor Owned,0.0208319666328,0.0127224664944,0.0387422546228
11369,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.207022402207,0.186480275464,0.255883549667
65325,12698,KCP&L Greater Missouri Operations Co.,MO,Bundled,Investor Owned,0.0820527708575,0.0612682023365,0.103866870171
32562,7801,Gulf Power Co,FL,Bundled,Investor Owned,0.104848571058,0.0880458423028,0.120146984723
63031,19436,Union Electric Co - (MO),MO,Bundled,Investor Owned,0.0739452457931,0.0503920669116,0.0917193891547
93636,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
45809,14006,Ohio Power Co,OH,Bundled,Investor Owned,0.0941051893015,0.05438076086,0.112022297446
01524,11804,Massachusetts Electric Co,MA,Delivery,Investor Owned,0.044144134938,0.0372516938506,0.0574635315201
16728,20387,West Penn Power Company,PA,Bundled,Investor Owned,0.0876536534112,0.0736572279699,0.0978299037709
58011,14232,Otter Tail Power Co,ND,Bundled,Investor Owned,0.0682686814286,0.059734664486,0.0769118644674
21013,1167,Baltimore Gas & Electric Co,MD,Delivery,Investor Owned,0.0208319666328,0.0127224664944,0.0387422546228
84737,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
32902,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
92365,17609,Southern California Edison Co,CA,Delivery,Investor Owned,0.0474274645472,0.0273389371479,0.0992220435482
84069,14354,PacifiCorp,UT,Bundled,Investor Owned,0.0718483299508,0.0492487493384,0.0906282337084
04927,3266,Central Maine Power Co,ME,Bundled,Investor Owned,0.115879828326,0,0.159420289855
16364,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
97014,14354,PacifiCorp,OR,Bundled,Investor Owned,0.0814672954453,0.0638780896957,0.0972998245464
90505,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
48618,4254,Consumers Energy Co,MI,Bundled,Investor Owned,0.112411513551,0.0813493564469,0.133706143047
75631,17698,Southwestern Electric Power Co,TX,Bundled,Investor Owned,0.063361497895,0.0523869807842,0.0786961199144
06075,4176,Connecticut Light & Power Co,CT,Delivery,Investor Owned,0.0610970074796,0.0446359775655,0.0783138884037
06018,4176,Connecticut Light & Power Co,CT,Bundled,Investor Owned,0.155305860046,0.124954144688,0.172784864003
53102,20847,Wisconsin Electric Power Co,WI,Bundled,Investor Owned,0.114723710636,0.0823695718427,0.139680752838
18044,12390,Metropolitan Edison Co,PA,Delivery,Investor Owned,0.0253935687269,0.0107110845772,0.0460441889912
17272,20387,West Penn Power Company,PA,Bundled,Investor Owned,0.0876536534112,0.0736572279699,0.0978299037709
44012,3755,Cleveland Electric Illum Co,OH,Bundled,Investor Owned,0.12563433844,0.0572636110379,0.116363088107
06520,19497,United Illuminating Co,CT,Bundled,Investor Owned,0.173161786592,0.14927095353,0.222593623717
49101,9324,Indiana Michigan Power Co,MI,Bundled,Investor Owned,0.0865560565707,0.0706795950536,0.0855352909021
60457,4110,Commonwealth Edison Co,IL,Bundled,Investor Owned,0.100818909123,0.0672800481257,0.126237537519
70549,55936,Entergy Gulf States - LA LLC,LA,Bundled,Investor Owned,0.0800759103287,0.0542378053501,0.0889908471614
42024,10171,Kentucky Utilities Co,KY,Bundled,Investor Owned,0.0787530976458,0.0565570657187,0.0802458659616
88558,5701,El Paso Electric Co,TX,Bundled,Investor Owned,0.104321263682,0.0683961852449,0.118689771676
95471,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
94021,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
17249,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
93729,14328,Pacific Gas & Electric Co,CA,Delivery,Investor Owned,0.0714378205802,0.0465903714613,0.146238365176
93040,17609,Southern California Edison Co,CA,Delivery,Investor Owned,0.0474274645472,0.0273389371479,0.0992220435482
86343,803,Arizona Public Service Co,AZ,Bundled,Investor Owned,0.101075474555,0.0783276980718,0.116110556401
24066,19876,Virginia Electric & Power Co,VA,Bundled,Investor Owned,0.0773713939011,0.0624813590215,0.106423207796
10467,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.207022402207,0.186480275464,0.255883549667
34102,6452,Florida Power & Light Co,FL,Bundled,Investor Owned,0.0916089018318,0.073936822339,0.106422375844
41183,22053,Kentucky Power Co,KY,Bundled,Investor Owned,0.0985702795542,0.0602678674454,0.0965700136762
08817,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
24370,733,Appalachian Power Co,VA,Bundled,Investor Owned,0.0745212648162,0.0565963233683,0.0935699366575
63019,19436,Union Electric Co - (MO),MO,Bundled,Investor Owned,0.0739452457931,0.0503920669116,0.0917193891547
01813,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
44281,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
14883,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
89195,13407,Nevada Power Co,NV,Delivery,Investor Owned,0.0103022559788,0,0
43603,18997,The Toledo Edison Co,OH,Delivery,Investor Owned,0.0432032874559,0.00403001696123,0.0509007525677
91001,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
44429,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
48727,5109,Detroit Edison Co,MI,Delivery,Investor Owned,0.022641072496,0.0119458530419,0.0589595375723
32829,6455,Progress Energy Florida Inc,FL,Bundled,Investor Owned,0.0987181638016,0.087741840383,0.128041631086
20420,15270,Potomac Electric Power Co,DC,Bundled,Investor Owned,0.143585317084,0,0.134360948962
15963,14711,Pennsylvania Electric Co,PA,Bundled,Investor Owned,0.103665281593,0.093954613241,0.137058440442
73116,14063,Oklahoma Gas & Electric Co,OK,Bundled,Investor Owned,0.073935974865,0.0542634653107,0.0966985246037
66617,22500,Westar Energy Inc,KS,Bundled,Investor Owned,0.0805202383085,0.0683712961537,0.0992722208831
92838,17609,Southern California Edison Co,CA,Bundled,Investor Owned,0.125366193373,0.0900763521792,0.144165775709
07601,15477,Public Service Elec & Gas Co,NJ,Bundled,Investor Owned,0.136582522167,0.0668426458873,0.165733958354
03301,24590,Unitil Energy Systems,NH,Delivery,Investor Owned,0.0554402175502,0.0384093990059,0.064281190627
13775,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
35457,195,Alabama Power Co,AL,Bundled,Investor Owned,0.105761195393,0.0602924366735,0.114943267065
14818,13511,New York State Elec & Gas Corp,NY,Bundled,Investor Owned,0.0962214565168,0.0584385832768,0.108261463392
41181,22053,Kentucky Power Co,KY,Bundled,Investor Owned,0.0985702795542,0.0602678674454,0.0965700136762
95448,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
61254,12341,MidAmerican Energy Co,IL,Delivery,Investor Owned,0.0113171958504,0,0
94946,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
11360,4226,Consolidated Edison Co-NY Inc,NY,Bundled,Investor Owned,0.207022402207,0.186480275464,0.255883549667
97533,14354,PacifiCorp,OR,Delivery,Investor Owned,0.0375944302892,0,0
12451,3249,Central Hudson Gas & Elec Corp,NY,Delivery,Investor Owned,0.0337876918229,0.0140622317575,0.0849244792143
95445,14328,Pacific Gas & Electric Co,CA,Bundled,Investor Owned,0.14236755409,0.0942779331025,0.153192073937
52158,9417,Interstate Power and Light Co,IA,Bundled,Investor Owned,0.0922343168969,0.0589686412318,0.130070934252
01966,11804,Massachusetts Electric Co,MA,Delivery,Investor Owned,0.044144134938,0.0372516938506,0.0574635315201
44685,13998,Ohio Edison Co,OH,Delivery,Investor Owned,0.035332739464,0.0116437698736,0.0442974611511
02652,54913,NSTAR Electric Company,MA,Delivery,Investor Owned,0.0814340424492,0.0579050466207,0.0884787193034
